设备ID,经度,纬度,所在城市,设备类型,接入方式,接入节点,接入时延
唐山-0208,118.017041,39.82698,唐山市,传感器,Cellular,tangshan_man1,6.205326302820712
唐山-0209,118.207891,39.652473,唐山市,传感器,Ethernet,tangshan_man2,1.1856931731361553
唐山-0210,118.120805,39.635688,唐山市,PC,Ethernet,tangshan_man2,1.6506346600017887
唐山-0211,118.194226,39.68958,唐山市,laptop,Ethernet,tangshan_man2,1.9662069968918852
唐山-0212,118.095334,39.622829,唐山市,laptop,Wifi,tangshan_man2,1.5932022337496705
唐山-0213,117.81154,39.64644,唐山市,传感器,Ethernet,tangshan_man2,1.1484648622082916
唐山-0214,118.046737,39.303116,唐山市,手机,Cellular,tianjin_man1,6.006377664183127
唐山-0215,118.56734,39.5009,唐山市,laptop,Wifi,tangshan_man2,4.457495291561541
唐山-0216,118.183518,39.632723,唐山市,laptop,Wifi,tangshan_man2,1.152709907195502
唐山-0217,118.254638,39.59509,唐山市,laptop,Ethernet,tangshan_man2,1.9648122936397858
唐山-0218,117.980887,39.766794,唐山市,laptop,Cellular,tangshan_man1,1.667441686836176
唐山-0219,118.171348,39.627471,唐山市,laptop,Wifi,tangshan_man2,4.60180628003223
唐山-0220,118.162604,39.606506,唐山市,PC,Cellular,tangshan_man2,6.975973569589883
唐山-0221,118.304273,39.60859,唐山市,laptop,Ethernet,tangshan_man2,1.8511951563353484
唐山-0222,118.154685,39.813332,唐山市,PC,Ethernet,tangshan_man1,1.845100243888044
唐山-0223,118.170659,39.650078,唐山市,手机,Cellular,tangshan_man2,5.123541351585259
唐山-0224,118.181358,39.750388,唐山市,PC,Cellular,tangshan_man1,6.7653543434079575
唐山-0225,118.17997,39.629953,唐山市,传感器,Ethernet,tangshan_man2,1.8488487408849026
唐山-0226,118.18,39.63,唐山市,PC,Cellular,tangshan_man2,2.1741411398574852
唐山-0227,118.001643,39.764031,唐山市,laptop,Ethernet,tangshan_man1,1.2994503439815401
唐山-0228,118.344451,39.806088,唐山市,传感器,Ethernet,tangshan_man1,1.496064941609911
唐山-0229,118.18009,39.631437,唐山市,传感器,Ethernet,tangshan_man2,1.0672616415714704
唐山-0230,118.084289,39.356308,唐山市,手机,Ethernet,tangshan_man2,1.1044227315694035
唐山-0231,118.171711,39.647714,唐山市,手机,Wifi,tangshan_man2,2.7487252369104813
唐山-0232,118.225647,39.719935,唐山市,手机,Cellular,tangshan_man1,4.235888363623186
唐山-0233,118.1754,39.631779,唐山市,传感器,Wifi,tangshan_man2,2.6057681799283423
唐山-0234,118.280835,39.597466,唐山市,laptop,Cellular,tangshan_man2,1.7580494195802818
唐山-0235,118.17944,39.708138,唐山市,laptop,Ethernet,tangshan_man1,1.2782258575897139
唐山-0236,118.193729,39.632787,唐山市,PC,Cellular,tangshan_man2,6.777338440487799
唐山-0237,118.175728,39.626203,唐山市,laptop,Wifi,tangshan_man2,3.047534196440964
唐山-0238,118.113549,39.517407,唐山市,传感器,Wifi,tangshan_man2,3.9200375443700195
唐山-0239,117.794854,39.765367,唐山市,laptop,Ethernet,tangshan_man1,1.1631500344442305
唐山-0240,118.198822,39.7511,唐山市,laptop,Cellular,tangshan_man1,1.3071497083487364
唐山-0241,118.575763,39.444857,唐山市,手机,Cellular,tangshan_man2,5.2708413266868
唐山-0242,118.189728,39.660219,唐山市,传感器,Cellular,tangshan_man2,4.65451772997472
唐山-0243,118.081674,39.611396,唐山市,PC,Cellular,tangshan_man2,7.017059648174377
唐山-0244,118.181489,39.580918,唐山市,laptop,Ethernet,tangshan_man2,1.565909310336393
唐山-0245,118.082567,39.345312,唐山市,手机,Wifi,tianjin_man1,3.9880956617015357
唐山-0246,118.2135,39.667361,唐山市,传感器,Cellular,tangshan_man2,3.389735240056096
唐山-0247,118.229213,39.397285,唐山市,手机,Wifi,tangshan_man2,3.603883187913216
唐山-0248,118.178513,39.631344,唐山市,手机,Ethernet,tangshan_man2,1.0995386470816872
唐山-0249,118.199975,39.618201,唐山市,手机,Cellular,tangshan_man2,5.971091367554818
唐山-0250,118.17999,39.629998,唐山市,传感器,Wifi,tangshan_man2,4.434920659744338
唐山-0251,118.177742,39.63043,唐山市,laptop,Wifi,tangshan_man2,4.470875557837832
唐山-0252,118.180009,39.630028,唐山市,laptop,Ethernet,tangshan_man2,1.9181201066156728
唐山-0253,118.278021,39.618088,唐山市,手机,Cellular,tangshan_man2,3.929024627705051
唐山-0254,118.18888,39.776688,唐山市,手机,Wifi,tangshan_man1,1.6572286076318123
唐山-0255,118.372744,39.695941,唐山市,手机,Cellular,tangshan_man1,6.763660318850821
唐山-0256,118.132566,39.655241,唐山市,PC,Cellular,tangshan_man2,2.0248024559417077
唐山-0257,118.178807,39.628108,唐山市,laptop,Cellular,tangshan_man2,1.988410990198303
唐山-0258,118.179991,39.629895,唐山市,laptop,Wifi,tangshan_man2,1.4293928588721196
唐山-0259,118.007095,39.465388,唐山市,手机,Wifi,tangshan_man2,1.6435561122030409
唐山-0260,118.236974,39.327478,唐山市,PC,Cellular,tangshan_man2,5.181206669079607
唐山-0261,118.038988,39.636949,唐山市,PC,Cellular,tangshan_man2,3.603066177644695
唐山-0262,118.17747,39.630639,唐山市,传感器,Ethernet,tangshan_man2,1.2354174788640404
唐山-0263,118.157413,39.637388,唐山市,laptop,Ethernet,tangshan_man2,1.3029879902234147
唐山-0264,118.180547,39.629645,唐山市,laptop,Cellular,tangshan_man2,4.96268869758775
唐山-0265,118.194245,39.747535,唐山市,PC,Cellular,tangshan_man1,7.149710929404341
唐山-0266,118.090171,39.539038,唐山市,laptop,Ethernet,tangshan_man2,1.7973680622252552
唐山-0267,118.047583,39.728349,唐山市,PC,Wifi,tangshan_man1,3.5236015670709726
唐山-0268,118.411625,39.694035,唐山市,传感器,Wifi,tangshan_man1,2.5667337586337133
唐山-0269,118.097086,39.637441,唐山市,传感器,Ethernet,tangshan_man2,1.6777078959988674
唐山-0270,118.160969,39.602807,唐山市,PC,Cellular,tangshan_man2,1.6298418651894457
唐山-0271,118.218585,39.636153,唐山市,laptop,Ethernet,tangshan_man2,1.6730090969856106
唐山-0272,118.091715,39.688447,唐山市,传感器,Wifi,tangshan_man2,3.9870101771471576
唐山-0273,118.189499,39.633517,唐山市,PC,Cellular,tangshan_man2,2.6547802437700168
唐山-0274,118.179992,39.629999,唐山市,PC,Wifi,tangshan_man2,1.5769969847059349
唐山-0275,118.180077,39.630146,唐山市,手机,Cellular,tangshan_man2,2.268589806511298
唐山-0276,118.181051,39.631862,唐山市,laptop,Cellular,tangshan_man2,5.239450379483651
唐山-0277,118.099113,39.636209,唐山市,laptop,Wifi,tangshan_man2,2.9393213006947403
唐山-0278,118.169754,39.624909,唐山市,PC,Ethernet,tangshan_man2,1.3016599637894597
唐山-0279,118.228901,39.631283,唐山市,laptop,Ethernet,tangshan_man2,1.2322844577166414
唐山-0280,118.15255,39.593359,唐山市,手机,Ethernet,tangshan_man2,1.4044197967038108
唐山-0281,118.129884,39.650497,唐山市,PC,Cellular,tangshan_man2,4.518915976727376
唐山-0282,118.14856,39.639369,唐山市,PC,Cellular,tangshan_man2,5.839361430659438
唐山-0283,118.180552,39.630191,唐山市,传感器,Cellular,tangshan_man2,7.178430743002303
唐山-0284,118.529084,39.596999,唐山市,手机,Ethernet,tangshan_man2,1.465238626975241
唐山-0285,118.177218,39.632304,唐山市,laptop,Cellular,tangshan_man2,6.392944237520608
唐山-0286,118.175921,39.623364,唐山市,PC,Cellular,tangshan_man2,2.524719595910498
唐山-0287,118.180592,39.630138,唐山市,PC,Wifi,tangshan_man2,4.925919576270065
唐山-0288,118.326862,39.622992,唐山市,PC,Wifi,tangshan_man2,1.3173169838959038
唐山-0289,117.955301,39.877732,唐山市,laptop,Wifi,tangshan_man1,4.637517402795712
唐山-0290,118.171063,39.630247,唐山市,PC,Cellular,tangshan_man2,4.299432301451992
唐山-0291,118.170483,39.597348,唐山市,手机,Ethernet,tangshan_man2,1.0073405177877075
唐山-0292,118.045311,39.928851,唐山市,PC,Cellular,tangshan_man1,7.199533119840328
唐山-0293,118.181127,39.630391,唐山市,传感器,Ethernet,tangshan_man2,1.9813713896180611
唐山-0294,118.282165,39.634478,唐山市,laptop,Ethernet,tangshan_man2,1.4089398005374747
唐山-0295,118.308319,39.488737,唐山市,PC,Ethernet,tangshan_man2,1.0279518986646186
唐山-0296,118.194855,39.647723,唐山市,laptop,Cellular,tangshan_man2,1.803029141191701
唐山-0297,118.182534,39.627681,唐山市,laptop,Cellular,tangshan_man2,7.428387672419811
唐山-0298,118.216752,39.565758,唐山市,PC,Ethernet,tangshan_man2,1.8844778841573213
唐山-0299,118.405408,39.54037,唐山市,传感器,Ethernet,tangshan_man2,1.7835830698380781
唐山-0300,118.151296,39.619296,唐山市,传感器,Cellular,tangshan_man2,4.3963279338721595
唐山-0301,118.020982,39.845859,唐山市,laptop,Wifi,tangshan_man1,2.3760791157037877
唐山-0302,118.19756,39.638001,唐山市,手机,Ethernet,tangshan_man2,1.501279705636509
唐山-0303,117.98133,39.370607,唐山市,传感器,Wifi,tianjin_man1,2.7542779252765577
唐山-0304,118.207351,39.603728,唐山市,手机,Cellular,tangshan_man2,5.271958859366724
唐山-0305,118.29241,39.678137,唐山市,传感器,Wifi,tangshan_man2,4.602876518437779
唐山-0306,118.224591,39.690301,唐山市,PC,Ethernet,tangshan_man2,1.2105823527254924
唐山-0307,118.294757,39.643932,唐山市,手机,Ethernet,tangshan_man2,1.1398442609371384
唐山-0308,118.058542,39.318814,唐山市,PC,Ethernet,tianjin_man1,1.5077684785906313
唐山-0309,117.937224,39.483033,唐山市,手机,Wifi,tangshan_man2,3.6015986542529728
唐山-0310,118.190853,39.613689,唐山市,PC,Cellular,tangshan_man2,3.4275678294208123
唐山-0311,118.180405,39.713785,唐山市,PC,Wifi,tangshan_man1,3.3720954049180416
唐山-0312,118.551747,39.611465,唐山市,PC,Cellular,tangshan_man2,7.681798391449821
唐山-0313,118.340734,39.613833,唐山市,laptop,Cellular,tangshan_man2,6.944192226142328
唐山-0314,118.140714,39.470159,唐山市,laptop,Ethernet,tangshan_man2,1.1422980216468708
唐山-0315,117.989093,39.514426,唐山市,PC,Cellular,tangshan_man2,5.591712357173764
唐山-0316,118.187622,39.64295,唐山市,手机,Ethernet,tangshan_man2,1.7061421051668595
唐山-0317,118.12236,39.648912,唐山市,laptop,Wifi,tangshan_man2,2.842603256466416
唐山-0318,118.151294,39.669017,唐山市,laptop,Wifi,tangshan_man2,4.868392072239879
唐山-0319,118.17993,39.629807,唐山市,PC,Wifi,tangshan_man2,1.4044233613492763
唐山-0320,118.126139,39.895445,唐山市,laptop,Ethernet,tangshan_man1,1.4031992586032254
唐山-0321,118.307262,39.606963,唐山市,laptop,Wifi,tangshan_man2,4.95130789138166
唐山-0322,118.095618,39.949835,唐山市,PC,Ethernet,tangshan_man1,1.4820781784989845
唐山-0323,118.179514,39.630121,唐山市,laptop,Cellular,tangshan_man2,5.784399710567364
唐山-0324,118.169234,39.681257,唐山市,PC,Cellular,tangshan_man2,3.3877667486965124
唐山-0325,118.166529,39.608472,唐山市,PC,Wifi,tangshan_man2,4.212018923590134
唐山-0326,118.18218,39.522219,唐山市,PC,Cellular,tangshan_man2,3.8755589322960167
唐山-0327,117.981328,39.456649,唐山市,手机,Cellular,tangshan_man2,5.980576649151609
唐山-0328,118.143204,39.685547,唐山市,传感器,Ethernet,tangshan_man2,1.9298551637892456
唐山-0329,118.032588,39.653889,唐山市,PC,Ethernet,tangshan_man2,1.133963035935453
唐山-0330,118.239242,39.578356,唐山市,PC,Cellular,tangshan_man2,5.900454656130799
唐山-0331,118.171693,39.640264,唐山市,传感器,Wifi,tangshan_man2,3.6873949637297914
唐山-0332,117.750435,39.674135,唐山市,laptop,Ethernet,tangshan_man2,1.8029098099147545
唐山-0333,118.179964,39.629559,唐山市,PC,Ethernet,tangshan_man2,1.0408980553133533
唐山-0334,118.067142,39.483254,唐山市,laptop,Ethernet,tangshan_man2,1.0366576780844643
唐山-0335,118.211374,39.566182,唐山市,laptop,Ethernet,tangshan_man2,1.5325469659083208
唐山-0336,118.179648,39.630273,唐山市,手机,Wifi,tangshan_man2,3.5768116178964924
唐山-0337,118.138946,39.979522,唐山市,laptop,Ethernet,tangshan_man1,1.7073240685893882
唐山-0338,118.179972,39.629999,唐山市,手机,Ethernet,tangshan_man2,1.393841054418174
唐山-0339,118.182042,39.657756,唐山市,传感器,Ethernet,tangshan_man2,1.8993500077291179
唐山-0340,117.939097,39.59891,唐山市,手机,Ethernet,tangshan_man2,1.0854369856026156
唐山-0341,118.182627,39.644545,唐山市,手机,Wifi,tangshan_man2,1.2893061655235165
唐山-0342,118.206025,39.63113,唐山市,PC,Ethernet,tangshan_man2,1.8748385665660168
唐山-0343,118.177922,39.631234,唐山市,laptop,Wifi,tangshan_man2,3.113054982825572
唐山-0344,118.467572,39.795244,唐山市,laptop,Ethernet,tangshan_man1,1.248199747948799
唐山-0345,118.180262,39.609244,唐山市,手机,Cellular,tangshan_man2,3.961458580881842
唐山-0346,118.186769,39.578596,唐山市,laptop,Cellular,tangshan_man2,2.056227096658681
唐山-0347,118.414061,39.59824,唐山市,传感器,Cellular,tangshan_man2,1.7899180608522345
唐山-0348,118.488583,39.637044,唐山市,PC,Wifi,tangshan_man2,2.8944997912288812
唐山-0349,118.282484,39.571799,唐山市,laptop,Wifi,tangshan_man2,1.9252136597880645
唐山-0350,118.177988,39.628899,唐山市,手机,Cellular,tangshan_man2,5.215625118800715
唐山-0351,118.179682,39.629918,唐山市,传感器,Cellular,tangshan_man2,1.3687549162072776
唐山-0352,118.27932,39.687932,唐山市,PC,Wifi,tangshan_man1,2.8534450453787246
唐山-0353,118.178869,39.629582,唐山市,手机,Wifi,tangshan_man2,2.6931210901087215
廊坊-0001,116.739899,39.570024,廊坊市,laptop,Wifi,langfang_man1,1.7031336216126114
廊坊-0002,116.516164,39.626102,廊坊市,laptop,Cellular,beijing_man1,1.0116246722358961
廊坊-0003,116.755869,39.558703,廊坊市,传感器,Ethernet,langfang_man1,1.7286860057035716
廊坊-0004,116.677702,39.619404,廊坊市,传感器,Cellular,langfang_man1,5.92264982639959
廊坊-0005,116.738407,39.56906,廊坊市,PC,Wifi,langfang_man1,3.718707567392666
廊坊-0006,116.734862,39.668543,廊坊市,PC,Ethernet,langfang_man1,1.153156150148769
廊坊-0007,116.745323,39.56955,廊坊市,手机,Cellular,langfang_man1,2.4045440795482462
廊坊-0008,116.705941,39.548445,廊坊市,PC,Ethernet,langfang_man1,1.9987780143962561
廊坊-0009,116.978042,39.677554,廊坊市,PC,Wifi,langfang_man2,3.862060961956177
廊坊-0010,116.754651,39.571732,廊坊市,传感器,Cellular,langfang_man1,5.082696636688921
廊坊-0011,116.465941,39.476953,廊坊市,手机,Cellular,langfang_man1,7.1074866058136745
廊坊-0012,116.740032,39.569996,廊坊市,手机,Ethernet,langfang_man1,1.978850733296697
廊坊-0013,116.73999,39.570008,廊坊市,手机,Wifi,langfang_man1,4.256823922959825
廊坊-0014,116.427887,39.522068,廊坊市,laptop,Ethernet,beijing_man1,1.008713993563933
廊坊-0015,116.743828,39.612468,廊坊市,手机,Cellular,langfang_man1,4.888730626293666
廊坊-0016,116.735277,39.560852,廊坊市,手机,Cellular,langfang_man1,2.496172690063318
廊坊-0017,116.742593,39.570235,廊坊市,laptop,Cellular,langfang_man1,2.825299973925589
廊坊-0018,116.785898,39.6049,廊坊市,传感器,Cellular,langfang_man1,5.053500374170862
廊坊-0019,116.557429,39.670358,廊坊市,PC,Wifi,beijing_man1,3.397880936098166
廊坊-0020,116.73992,39.570047,廊坊市,手机,Wifi,langfang_man1,3.206147464719967
廊坊-0021,116.708296,39.462325,廊坊市,手机,Ethernet,langfang_man1,1.5305829460791358
廊坊-0022,116.742486,39.577476,廊坊市,传感器,Cellular,langfang_man1,7.563600712128384
廊坊-0023,116.739255,39.572898,廊坊市,laptop,Cellular,langfang_man1,7.4095995084473385
廊坊-0024,116.773954,39.429411,廊坊市,传感器,Ethernet,langfang_man1,1.1067201231025492
廊坊-0025,116.740073,39.569258,廊坊市,手机,Ethernet,langfang_man1,1.5794745607639817
廊坊-0026,116.750281,39.618031,廊坊市,laptop,Wifi,langfang_man1,3.0704215809499784
廊坊-0027,116.650009,39.489599,廊坊市,手机,Ethernet,langfang_man1,1.0856735921404292
廊坊-0028,116.719316,39.554403,廊坊市,手机,Ethernet,langfang_man1,1.3844704970423871
廊坊-0029,116.735665,39.571582,廊坊市,手机,Cellular,langfang_man1,4.834158967449879
廊坊-0030,116.861359,39.552537,廊坊市,PC,Cellular,langfang_man1,6.568581020922721
廊坊-0031,116.741868,39.562457,廊坊市,传感器,Wifi,langfang_man1,1.1702144399633303
廊坊-0032,116.733043,39.580685,廊坊市,手机,Ethernet,langfang_man1,1.6545540147739262
廊坊-0033,116.427336,39.529,廊坊市,PC,Cellular,beijing_man1,1.6059692133037349
廊坊-0034,116.566552,39.800957,廊坊市,传感器,Cellular,beijing_man1,6.358920490066884
廊坊-0035,116.740894,39.571747,廊坊市,laptop,Cellular,langfang_man1,3.900724323292852
廊坊-0036,116.698475,39.402518,廊坊市,手机,Wifi,langfang_man1,1.907064504287597
廊坊-0037,117.004573,39.745523,廊坊市,PC,Ethernet,langfang_man2,1.6295926459271692
廊坊-0038,116.55005,39.613932,廊坊市,传感器,Ethernet,langfang_man1,1.6042922179833072
廊坊-0039,116.74484,39.614151,廊坊市,laptop,Cellular,langfang_man1,1.154931881768689
廊坊-0040,116.762023,39.596875,廊坊市,laptop,Wifi,langfang_man1,2.4296867259362878
廊坊-0041,116.516241,39.520701,廊坊市,PC,Wifi,langfang_man1,4.242481241272637
廊坊-0042,116.503476,39.569709,廊坊市,laptop,Cellular,langfang_man1,5.673811774168817
廊坊-0043,116.92833,39.410405,廊坊市,传感器,Wifi,langfang_man1,4.102504440064713
廊坊-0044,116.650253,39.662628,廊坊市,PC,Wifi,langfang_man1,3.227721640852572
廊坊-0045,116.941002,39.503616,廊坊市,PC,Cellular,langfang_man1,7.340105085860435
廊坊-0046,116.688625,39.585258,廊坊市,手机,Wifi,langfang_man1,1.0153829128902405
廊坊-0047,116.739805,39.570908,廊坊市,传感器,Cellular,langfang_man1,2.552803488022186
廊坊-0048,116.604187,39.508553,廊坊市,laptop,Cellular,langfang_man1,4.415611769242429
廊坊-0049,116.774866,39.586786,廊坊市,手机,Wifi,langfang_man1,4.4047509642276195
廊坊-0050,116.74069,39.569895,廊坊市,laptop,Ethernet,langfang_man1,1.0956203828651674
廊坊-0051,116.727426,39.576763,廊坊市,手机,Cellular,langfang_man1,5.244083147312469
廊坊-0052,116.756283,39.558532,廊坊市,PC,Cellular,langfang_man1,5.077466831853416
廊坊-0053,116.741251,39.573414,廊坊市,PC,Wifi,langfang_man1,1.386250939069217
廊坊-0054,116.741808,39.68711,廊坊市,PC,Ethernet,langfang_man1,1.0196417912355358
廊坊-0055,116.7454,39.567047,廊坊市,PC,Cellular,langfang_man1,2.253116294821904
廊坊-0056,116.963757,39.636327,廊坊市,传感器,Cellular,langfang_man1,6.045513846415727
廊坊-0057,116.739888,39.569954,廊坊市,手机,Ethernet,langfang_man1,1.3901061695852515
廊坊-0058,116.740565,39.569332,廊坊市,PC,Ethernet,langfang_man1,1.086612535848619
廊坊-0059,116.889598,39.61217,廊坊市,laptop,Ethernet,langfang_man1,1.1860998384380856
廊坊-0060,116.706184,39.507769,廊坊市,传感器,Ethernet,langfang_man1,1.6608803307796949
廊坊-0061,116.663937,39.585923,廊坊市,手机,Wifi,langfang_man1,1.4588457024925363
廊坊-0062,116.740195,39.569907,廊坊市,手机,Ethernet,langfang_man1,1.1656892217867347
廊坊-0063,116.53836,39.509196,廊坊市,传感器,Ethernet,langfang_man1,1.3298725828420406
廊坊-0064,116.764701,39.583087,廊坊市,传感器,Cellular,langfang_man1,2.546543261213182
廊坊-0065,116.740169,39.569678,廊坊市,laptop,Ethernet,langfang_man1,1.6341095961611232
廊坊-0066,116.936141,39.696724,廊坊市,手机,Wifi,langfang_man2,3.1444598410441227
廊坊-0067,116.550871,39.468757,廊坊市,laptop,Ethernet,langfang_man1,1.1181034458993024
廊坊-0068,116.771351,39.489645,廊坊市,传感器,Wifi,langfang_man1,1.5021947184449882
廊坊-0069,116.786694,39.700226,廊坊市,传感器,Wifi,langfang_man1,1.5485994692676077
廊坊-0070,116.736856,39.523703,廊坊市,手机,Cellular,langfang_man1,5.9743238846498326
廊坊-0071,116.980965,39.447313,廊坊市,laptop,Ethernet,langfang_man1,1.4665317410871959
廊坊-0072,116.910768,39.704647,廊坊市,传感器,Wifi,langfang_man2,1.1002182261492766
廊坊-0073,116.736779,39.461444,廊坊市,传感器,Ethernet,langfang_man1,1.7227344469408867
廊坊-0074,116.734987,39.595031,廊坊市,laptop,Ethernet,langfang_man1,1.6990469560199422
廊坊-0075,116.664962,39.544209,廊坊市,PC,Wifi,langfang_man1,4.138865173071727
廊坊-0076,116.633215,39.583298,廊坊市,传感器,Ethernet,langfang_man1,1.2924245395696001
廊坊-0077,116.741969,39.570088,廊坊市,laptop,Cellular,langfang_man1,4.772364998326341
廊坊-0078,116.889221,39.386451,廊坊市,laptop,Ethernet,langfang_man1,1.138509420673714
廊坊-0079,116.771106,39.571136,廊坊市,PC,Wifi,langfang_man1,4.604539407395038
廊坊-0080,116.702851,39.722801,廊坊市,手机,Wifi,beijing_man1,4.3907792160131205
廊坊-0081,116.7639,39.558918,廊坊市,传感器,Ethernet,langfang_man1,1.030595003697416
廊坊-0082,116.729691,39.57196,廊坊市,laptop,Ethernet,langfang_man1,1.2707177817145814
廊坊-0083,116.72067,39.571696,廊坊市,手机,Wifi,langfang_man1,2.797629822253677
廊坊-0084,116.798069,39.575052,廊坊市,laptop,Cellular,langfang_man1,2.3912006559965775
廊坊-0085,116.694139,39.518499,廊坊市,手机,Wifi,langfang_man1,4.8163459244883065
廊坊-0086,116.918586,39.52529,廊坊市,PC,Ethernet,langfang_man1,1.9342519848095967
廊坊-0087,117.00269,39.450436,廊坊市,手机,Cellular,langfang_man1,7.097554433618485
廊坊-0088,116.745648,39.586337,廊坊市,laptop,Wifi,langfang_man1,3.3199276184232236
廊坊-0089,116.751424,39.569621,廊坊市,PC,Ethernet,langfang_man1,1.8371970759379597
廊坊-0090,116.73809,39.567979,廊坊市,手机,Ethernet,langfang_man1,1.3739624501465437
廊坊-0091,116.746249,39.557924,廊坊市,laptop,Wifi,langfang_man1,3.006156919739418
廊坊-0092,116.739954,39.570001,廊坊市,传感器,Ethernet,langfang_man1,1.2793310901326571
廊坊-0093,116.716408,39.580615,廊坊市,手机,Wifi,langfang_man1,2.0516579890335787
廊坊-0094,116.740062,39.569873,廊坊市,传感器,Ethernet,langfang_man1,1.6451401007001805
廊坊-0095,116.739239,39.584875,廊坊市,laptop,Wifi,langfang_man1,2.176963723750087
廊坊-0096,116.518938,39.520447,廊坊市,laptop,Cellular,langfang_man1,1.2931024923080408
廊坊-0097,116.817064,39.514006,廊坊市,PC,Ethernet,langfang_man1,1.5052626728412846
廊坊-0098,116.738081,39.572305,廊坊市,传感器,Ethernet,langfang_man1,1.5412960718006397
廊坊-0099,116.662564,39.603972,廊坊市,传感器,Ethernet,langfang_man1,1.0248781795033524
廊坊-0100,116.502082,39.626756,廊坊市,手机,Wifi,beijing_man1,2.698332303039092
廊坊-0101,116.740719,39.567805,廊坊市,手机,Wifi,langfang_man1,3.552433665961834
廊坊-0102,116.843275,39.492652,廊坊市,传感器,Ethernet,langfang_man1,1.4142139531819462
廊坊-0103,116.741877,39.574737,廊坊市,PC,Cellular,langfang_man1,1.8963512134175042
廊坊-0104,116.564288,39.421895,廊坊市,传感器,Wifi,langfang_man1,1.013604188619675
廊坊-0105,116.74025,39.571312,廊坊市,PC,Cellular,langfang_man1,2.2399828391113825
廊坊-0106,116.725011,39.568867,廊坊市,手机,Cellular,langfang_man1,3.2161797006218724
廊坊-0107,116.927842,39.533162,廊坊市,传感器,Wifi,langfang_man1,4.614239394069887
廊坊-0108,116.74,39.57,廊坊市,PC,Ethernet,langfang_man1,1.7748265950161883
廊坊-0109,116.594664,39.510865,廊坊市,传感器,Cellular,langfang_man1,4.407370053182442
廊坊-0110,116.739344,39.5705,廊坊市,传感器,Ethernet,langfang_man1,1.0806851370906032
廊坊-0111,116.820616,39.418274,廊坊市,PC,Ethernet,langfang_man1,1.6999638015487246
廊坊-0112,116.735412,39.57093,廊坊市,laptop,Ethernet,langfang_man1,1.555285378089107
廊坊-0113,116.790829,39.563586,廊坊市,传感器,Wifi,langfang_man1,4.23183404112294
廊坊-0114,116.699976,39.491059,廊坊市,手机,Ethernet,langfang_man1,1.4446416656055905
廊坊-0115,116.744664,39.599502,廊坊市,手机,Wifi,langfang_man1,4.900001004034893
廊坊-0116,116.740331,39.568787,廊坊市,PC,Ethernet,langfang_man1,1.9852248272276896
廊坊-0117,116.788085,39.600374,廊坊市,传感器,Ethernet,langfang_man1,1.684390545942731
廊坊-0118,116.700363,39.547472,廊坊市,PC,Wifi,langfang_man1,2.1218283490570293
廊坊-0119,116.768278,39.645806,廊坊市,laptop,Wifi,langfang_man1,1.0606957778267052
廊坊-0120,116.74568,39.442589,廊坊市,传感器,Wifi,langfang_man1,1.2351752231682998
廊坊-0121,116.736526,39.581318,廊坊市,手机,Cellular,langfang_man1,7.4233488457880465
廊坊-0122,116.739997,39.569989,廊坊市,PC,Wifi,langfang_man1,4.908239532994365
廊坊-0123,116.733541,39.511464,廊坊市,laptop,Cellular,langfang_man1,7.189183376016681
廊坊-0124,116.740622,39.569511,廊坊市,传感器,Wifi,langfang_man1,3.8155542494324752
廊坊-0125,116.739985,39.570053,廊坊市,PC,Cellular,langfang_man1,4.765297687198639
廊坊-0126,116.750775,39.569047,廊坊市,PC,Cellular,langfang_man1,5.988315883268013
廊坊-0127,116.741978,39.568457,廊坊市,PC,Cellular,langfang_man1,7.6836029356228925
廊坊-0128,116.731169,39.612048,廊坊市,laptop,Ethernet,langfang_man1,1.1897375220283597
廊坊-0129,116.826237,39.449457,廊坊市,传感器,Wifi,langfang_man1,1.9919324411502184
廊坊-0130,116.739374,39.569777,廊坊市,laptop,Ethernet,langfang_man1,1.1551830730407329
廊坊-0131,116.65267,39.513555,廊坊市,传感器,Ethernet,langfang_man1,1.6365430293204386
廊坊-0132,116.680886,39.567164,廊坊市,laptop,Ethernet,langfang_man1,1.165797861042115
廊坊-0133,116.74,39.57,廊坊市,手机,Cellular,langfang_man1,3.988342996459326
廊坊-0134,116.739999,39.569997,廊坊市,PC,Cellular,langfang_man1,1.6875191556924465
廊坊-0135,116.778919,39.585186,廊坊市,PC,Wifi,langfang_man1,4.67807291050748
廊坊-0136,116.739994,39.569859,廊坊市,手机,Cellular,langfang_man1,7.861862522966785
廊坊-0137,116.788435,39.541868,廊坊市,laptop,Wifi,langfang_man1,1.0487437978776297
廊坊-0138,116.764295,39.388893,廊坊市,传感器,Ethernet,langfang_man1,1.6756480657114463
廊坊-0139,116.743764,39.757584,廊坊市,手机,Ethernet,beijing_man1,1.8691983425331036
廊坊-0140,116.698242,39.561157,廊坊市,PC,Cellular,langfang_man1,5.940513148525572
廊坊-0141,116.441993,39.432158,廊坊市,手机,Cellular,langfang_man1,4.965178183391448
廊坊-0142,116.749953,39.579674,廊坊市,传感器,Cellular,langfang_man1,3.004918432039462
廊坊-0143,116.588657,39.640512,廊坊市,传感器,Cellular,langfang_man1,1.3161540226442277
廊坊-0144,116.755237,39.556701,廊坊市,laptop,Wifi,langfang_man1,4.436083020439051
廊坊-0145,116.739714,39.558866,廊坊市,laptop,Wifi,langfang_man1,1.3235902822221761
