TaskID,AppType,DeviceID,RequestSizeGB,MaxLatencySec,DataLengthGB,CoreRequirement,AccessNode,StartTime,EndTime,Status,AssignedNode,ExecutionTime,TotalLatency,IsSuccess
秦皇-0269-1745487271030,高算力,秦皇-0269,0.2734375,10.0,3911.5548133850098,1120,qhd-man1,1.195,1.309425866370201,完成,baoding-cloud,0.08731149137020111,0.11442586637020091,True
北京-0061-1745487271122,低需求,北京-0061,0.2734375,1.0,13.0385160446167,28,beijing-man1,1.287,1.3094759071826934,完成,beijing-edge1,0.011641532182693481,0.022475907182693433,True
石家-0201-1745487271121,低需求,石家-0201,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,1.286,1.3094759071826934,完成,shijiangzhuang-edge1,0.011641532182693481,0.023475907182693323,True
秦皇-0400-1745487271071,长时间占用网络资源,秦皇-0400,1.3671875,2.0,130.385160446167,56,qhd-man2,1.237,1.3099795359134674,完成,qhd-edge2,0.05820766091346741,0.07297953591346729,True
邢台-0003-1745487271126,低需求,邢台-0003,0.2734375,1.0,13.0385160446167,28,xingtai-man1,1.291,1.3104759071826935,完成,xingtai-edge1,0.011641532182693481,0.01947590718269354,True
天津-0575-1745487271130,低需求,天津-0575,0.2734375,1.0,13.0385160446167,28,tianjin-man2,1.295,1.3114759071826934,完成,tianjin-edge2,0.011641532182693481,0.016475907182693428,True
北京-0399-1745487271066,长时间占用网络资源,北京-0399,1.3671875,2.0,130.385160446167,56,beijing-man2,1.231,1.3114795359134674,完成,beijing-edge3,0.05820766091346741,0.08047953591346735,True
廊坊-0241-1745487271126,低需求,廊坊-0241,0.2734375,1.0,13.0385160446167,28,langfang-man1,1.291,1.3132159071826934,完成,tianjin-edge3,0.011641532182693481,0.022215907182693506,True
沧州-0234-1745487271027,低时延,沧州-0234,0.2734375,0.3,130.385160446167,28,cangzhou-man1,1.192,1.3132496968269347,完成,cangzhou-edge1,0.11641532182693481,0.12124969682693476,True
承德-0025-1745487271068,长时间占用网络资源,承德-0025,1.3671875,2.0,130.385160446167,56,chengde-man1,1.233,1.3139695359134675,完成,beijing-edge4,0.05820766091346741,0.08096953591346745,True
唐山-0307-1745487271034,大带宽,唐山-0307,5.46875,3.0,130.385160446167,56,tangshan-man2,1.199,1.3139951609134675,完成,tangshan-edge1,0.05820766091346741,0.1149951609134674,True
天津-0122-1745487271132,低需求,天津-0122,0.2734375,1.0,13.0385160446167,28,tianjin-man2,1.298,1.3144759071826935,完成,tianjin-edge2,0.011641532182693481,0.016475907182693428,True
石家-0407-1745487271131,低需求,石家-0407,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,1.297,1.3144759071826935,完成,shijiangzhuang-edge1,0.011641532182693481,0.01747590718269354,True
保定-0271-1745487271134,低需求,保定-0271,0.2734375,1.0,13.0385160446167,28,baoding-man1,1.3,1.3154759071826934,完成,baoding-edge1,0.011641532182693481,0.015475907182693316,True
沧州-0265-1745487271127,低需求,沧州-0265,0.2734375,1.0,13.0385160446167,28,cangzhou-man1,1.293,1.3154759071826936,完成,cangzhou-edge2,0.011641532182693481,0.022475907182693655,True
天津-0485-1745487269905,大带宽,天津-0485,5.46875,3.0,130.385160446167,56,tianjin-man2,0.07,1.3163651609134677,完成,beijing-cloud2,0.05820766091346741,1.2463651609134676,True
保定-0201-1745487271134,低需求,保定-0201,0.2734375,1.0,13.0385160446167,28,baoding-man1,1.3,1.3174759071826934,完成,baoding-edge1,0.011641532182693481,0.017475907182693318,True
沧州-0088-1745487271134,低需求,沧州-0088,0.2734375,1.0,13.0385160446167,28,cangzhou-man1,1.3,1.3174759071826936,完成,cangzhou-edge2,0.011641532182693481,0.01747590718269354,True
天津-0369-1745487271136,低需求,天津-0369,0.2734375,1.0,13.0385160446167,28,langfang-man1,1.301,1.3184759071826935,完成,langfang-edge1,0.011641532182693481,0.01747590718269354,True
北京-0362-1745487271035,低时延,北京-0362,0.2734375,0.3,130.385160446167,28,beijing-man1,1.2,1.3202496968269348,完成,beijing-edge1,0.11641532182693481,0.12024969682693487,True
北京-0368-1745487271138,低需求,北京-0368,0.2734375,1.0,13.0385160446167,28,beijing-man1,1.304,1.3204759071826935,完成,beijing-edge1,0.011641532182693481,0.016475907182693428,True
石家-0356-1745487271137,低需求,石家-0356,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,1.302,1.3204759071826935,完成,shijiangzhuang-edge1,0.011641532182693481,0.01847590718269343,True
天津-0114-1745487269922,大带宽,天津-0114,5.46875,3.0,130.385160446167,56,tianjin-man2,0.087,1.3211851609134677,完成,zhangjiako-edge2,0.05820766091346741,1.2341851609134677,True
唐山-0301-1745487270029,大带宽,唐山-0301,5.46875,3.0,130.385160446167,56,tangshan-man1,0.194,1.3213951609134675,完成,zhangjiako-edge1,0.05820766091346741,1.1273951609134676,True
北京-0102-1745487270073,长时间占用网络资源,北京-0102,1.3671875,2.0,130.385160446167,56,beijing-man1,0.238,1.3222195359134674,完成,baoding-cloud,0.05820766091346741,1.0842195359134674,True
保定-0205-1745487271141,低需求,保定-0205,0.2734375,1.0,13.0385160446167,28,baoding-man1,1.307,1.3224759071826935,完成,baoding-edge1,0.011641532182693481,0.015475907182693538,True
石家-0275-1745487270038,大带宽,石家-0275,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,0.203,1.3235051609134671,完成,baoding-edge1,0.05820766091346741,1.120505160913467,True
唐山-0251-1745487270029,大带宽,唐山-0251,5.46875,3.0,130.385160446167,56,tangshan-man2,0.194,1.3237051609134673,完成,beijing-edge4,0.05820766091346741,1.1297051609134674,True
天津-0545-1745487271032,低时延,天津-0545,0.2734375,0.3,130.385160446167,28,langfang-man1,1.198,1.3238696968269348,完成,tangshan-edge1,0.11641532182693481,0.12586969682693483,True
石家-0335-1745487270056,高算力,石家-0335,0.2734375,10.0,3911.5548133850098,1120,shijiangzhuang-man1,0.221,1.3244958663702011,完成,tianjin-cloud2,0.08731149137020111,1.103495866370201,True
北京-0981-1745487270066,高算力,北京-0981,0.2734375,10.0,3911.5548133850098,1120,beijing-man1,0.231,1.326015866370201,完成,tianjin-cloud1,0.08731149137020111,1.095015866370201,True
张家-0140-1745487271134,低需求,张家-0140,0.2734375,1.0,13.0385160446167,28,zhangjiako-man1,1.299,1.3260459071826933,完成,tianjin-edge4,0.011641532182693481,0.027045907182693396,True
承德-0019-1745487271142,低需求,承德-0019,0.2734375,1.0,13.0385160446167,28,chengde-man1,1.307,1.3264759071826935,完成,chengde-edge1,0.011641532182693481,0.01947590718269354,True
石家-0281-1745487271145,低需求,石家-0281,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,1.311,1.3274759071826936,完成,shijiangzhuang-edge2,0.011641532182693481,0.01647590718269365,True
秦皇-0248-1745487271130,低需求,秦皇-0248,0.2734375,1.0,13.0385160446167,28,qhd-man2,1.295,1.3275259071826935,完成,chengde-edge1,0.011641532182693481,0.03252590718269355,True
廊坊-0177-1745487271032,大带宽,廊坊-0177,5.46875,3.0,130.385160446167,56,langfang-man1,1.197,1.3280151609134674,完成,zhangjiako-edge2,0.05820766091346741,0.13101516091346732,True
秦皇-0104-1745487271138,低需求,秦皇-0104,0.2734375,1.0,13.0385160446167,28,qhd-man2,1.304,1.3284459071826935,完成,tianjin-edge3,0.011641532182693481,0.02444590718269346,True
北京-0767-1745487271042,低时延,北京-0767,0.2734375,0.3,130.385160446167,28,beijing-man2,1.207,1.3287496968269348,完成,beijing-edge4,0.11641532182693481,0.1217496968269347,True
秦皇-0156-1745487271064,长时间占用网络资源,秦皇-0156,1.3671875,2.0,130.385160446167,56,qhd-man2,1.229,1.3290195359134673,完成,beijing-edge3,0.05820766091346741,0.10001953591346724,True
保定-0440-1745487271050,大带宽,保定-0440,5.46875,3.0,130.385160446167,56,baoding-man2,1.216,1.3299951609134675,完成,baoding-edge2,0.05820766091346741,0.11399516091346751,True
北京-0252-1745487271144,低需求,北京-0252,0.2734375,1.0,13.0385160446167,28,beijing-man1,1.31,1.3304759071826935,完成,beijing-edge1,0.011641532182693481,0.02047590718269343,True
秦皇-0173-1745487271037,低时延,秦皇-0173,0.2734375,0.3,130.385160446167,28,qhd-man2,1.202,1.3307196968269348,完成,tianjin-cloud2,0.11641532182693481,0.12871969682693485,True
保定-0087-1745487271048,大带宽,保定-0087,5.46875,3.0,130.385160446167,56,baoding-man1,1.214,1.3309951609134674,完成,baoding-edge1,0.05820766091346741,0.1169951609134674,True
北京-0537-1745487271047,大带宽,北京-0537,5.46875,3.0,130.385160446167,56,beijing-man2,1.212,1.3319951609134675,完成,beijing-edge2,0.05820766091346741,0.11999516091346751,True
石家-0037-1745487271048,大带宽,石家-0037,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,1.213,1.3319951609134675,完成,shijiangzhuang-edge2,0.05820766091346741,0.1189951609134674,True
保定-0135-1745487271091,长时间占用网络资源,保定-0135,1.3671875,2.0,130.385160446167,56,baoding-man1,1.256,1.3329795359134675,完成,baoding-edge2,0.05820766091346741,0.07697953591346751,True
唐山-0079-1745487271047,低时延,唐山-0079,0.2734375,0.3,130.385160446167,28,tangshan-man2,1.212,1.3332496968269347,完成,tangshan-edge2,0.11641532182693481,0.12124969682693476,True
天津-0046-1745487271095,长时间占用网络资源,天津-0046,1.3671875,2.0,130.385160446167,56,tianjin-man2,1.26,1.3334795359134672,完成,tianjin-edge4,0.05820766091346741,0.07347953591346723,True
石家-0353-1745487271152,低需求,石家-0353,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,1.317,1.3344759071826935,完成,shijiangzhuang-edge2,0.011641532182693481,0.01747590718269354,True
北京-0412-1745487271153,低需求,北京-0412,0.2734375,1.0,13.0385160446167,28,beijing-man2,1.318,1.3349759071826934,完成,beijing-edge4,0.011641532182693481,0.016975907182693373,True
唐山-0026-1745487271151,低需求,唐山-0026,0.2734375,1.0,13.0385160446167,28,tangshan-man2,1.317,1.3354759071826936,完成,tangshan-edge1,0.011641532182693481,0.01847590718269365,True
天津-0092-1745487271052,大带宽,天津-0092,5.46875,3.0,130.385160446167,56,tianjin-man2,1.217,1.3354951609134673,完成,tianjin-edge4,0.05820766091346741,0.11849516091346723,True
承德-0089-1745487271046,大带宽,承德-0089,5.46875,3.0,130.385160446167,56,chengde-man1,1.212,1.3359851609134674,完成,beijing-edge3,0.05820766091346741,0.12398516091346745,True
沧州-0116-1745487271145,低需求,沧州-0116,0.2734375,1.0,13.0385160446167,28,cangzhou-man1,1.31,1.3388359071826936,完成,chengde-edge1,0.011641532182693481,0.028835907182693576,True
邯郸-0057-1745487271051,低时延,邯郸-0057,0.2734375,0.3,130.385160446167,28,xingtai-man1,1.216,1.3392496968269347,完成,xingtai-edge1,0.11641532182693481,0.12324969682693476,True
秦皇-0314-1745487271052,低时延,秦皇-0314,0.2734375,0.3,130.385160446167,28,qhd-man1,1.217,1.339249696826935,完成,qhd-edge2,0.11641532182693481,0.12224969682693487,True
廊坊-0008-1745487271080,高算力,廊坊-0008,0.2734375,10.0,3911.5548133850098,1120,langfang-man1,1.246,1.3395158663702011,完成,beijing-cloud1,0.08731149137020111,0.09351586637020115,True
天津-0307-1745487271158,低需求,天津-0307,0.2734375,1.0,13.0385160446167,28,tianjin-man2,1.323,1.3409759071826934,完成,tianjin-edge4,0.011641532182693481,0.017975907182693485,True
保定-0139-1745487271161,低需求,保定-0139,0.2734375,1.0,13.0385160446167,28,baoding-man1,1.326,1.3414759071826934,完成,baoding-edge1,0.011641532182693481,0.015475907182693316,True
北京-0150-1745487271096,长时间占用网络资源,北京-0150,1.3671875,2.0,130.385160446167,56,beijing-man1,1.262,1.3414795359134672,完成,beijing-edge4,0.05820766091346741,0.07947953591346724,True
沧州-0304-1745487271044,大带宽,沧州-0304,5.46875,3.0,130.385160446167,56,cangzhou-man1,1.209,1.3415351609134676,完成,shijiangzhuang-edge1,0.05820766091346741,0.1325351609134675,True
衡水-0126-1745487271103,长时间占用网络资源,衡水-0126,1.3671875,2.0,130.385160446167,56,hengshui-man1,1.269,1.3429795359134673,完成,hengshui-edge1,0.05820766091346741,0.0739795359134674,True
邢台-0186-1745487271172,大带宽,邢台-0186,5.46875,3.0,130.385160446167,56,xingtai-man1,,1.343,失败,,0,0.006000000000000005,False,无符合条件的节点
唐山-0117-1745487271161,低需求,唐山-0117,0.2734375,1.0,13.0385160446167,28,tianjin-man1,1.327,1.3439759071826933,完成,tianjin-edge3,0.011641532182693481,0.016975907182693373,True
沧州-0043-1745487271078,高算力,沧州-0043,0.2734375,10.0,3911.5548133850098,1120,cangzhou-man1,1.244,1.345925866370201,完成,tianjin-cloud2,0.08731149137020111,0.10192586637020096,True
北京-0737-1745487271159,低需求,北京-0737,0.2734375,1.0,13.0385160446167,28,beijing-man2,1.324,1.3459759071826933,完成,beijing-edge4,0.011641532182693481,0.021975907182693266,True
沧州-0066-1745487271063,大带宽,沧州-0066,5.46875,3.0,130.385160446167,56,cangzhou-man1,1.228,1.3459951609134675,完成,cangzhou-edge1,0.05820766091346741,0.11799516091346751,True
承德-0055-1745487271160,低需求,承德-0055,0.2734375,1.0,13.0385160446167,28,chengde-man1,1.325,1.3469659071826934,完成,beijing-cloud2,0.011641532182693481,0.021965907182693423,True
北京-0280-1745487271163,低需求,北京-0280,0.2734375,1.0,13.0385160446167,28,beijing-man2,1.328,1.3469759071826934,完成,beijing-edge4,0.011641532182693481,0.018975907182693375,True
衡水-0029-1745487271162,低需求,衡水-0029,0.2734375,1.0,13.0385160446167,28,hengshui-man2,1.327,1.3474759071826934,完成,hengshui-edge2,0.011641532182693481,0.02047590718269343,True
秦皇-0208-1745487271158,低需求,秦皇-0208,0.2734375,1.0,13.0385160446167,28,qhd-man2,1.323,1.3484159071826936,完成,tangshan-edge1,0.011641532182693481,0.025415907182693598,True
石家-0024-1745487271164,低需求,石家-0024,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,1.33,1.3484759071826935,完成,shijiangzhuang-edge2,0.011641532182693481,0.01847590718269343,True
北京-0770-1745487270052,大带宽,北京-0770,5.46875,3.0,130.385160446167,56,beijing-man2,0.217,1.3487851609134676,完成,hengshui-edge1,0.05820766091346741,1.1317851609134675,True
石家-0425-1745487271059,低时延,石家-0425,0.2734375,0.3,130.385160446167,28,shijiangzhuang-man1,1.225,1.3492496968269347,完成,shijiangzhuang-edge1,0.11641532182693481,0.12424969682693465,True
北京-0427-1745487271168,低需求,北京-0427,0.2734375,1.0,13.0385160446167,28,beijing-man1,1.334,1.3494759071826934,完成,beijing-edge1,0.011641532182693481,0.015475907182693316,True
北京-0760-1745487271164,低需求,北京-0760,0.2734375,1.0,13.0385160446167,28,beijing-man1,1.329,1.3494759071826934,完成,beijing-edge1,0.011641532182693481,0.02047590718269343,True
邯郸-0097-1745487271167,低需求,邯郸-0097,0.2734375,1.0,13.0385160446167,28,handan-man2,1.332,1.3494759071826934,完成,handan-edge2,0.011641532182693481,0.017475907182693318,True
石家-0264-1745487270059,大带宽,石家-0264,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,0.224,1.3499951609134673,完成,xingtai-edge1,0.05820766091346741,1.1259951609134673,True
邢台-0037-1745487271069,大带宽,邢台-0037,5.46875,3.0,130.385160446167,56,xingtai-man1,1.234,1.3499951609134675,完成,xingtai-edge1,0.05820766091346741,0.11599516091346751,True
邯郸-0116-1745487271064,低时延,邯郸-0116,0.2734375,0.3,130.385160446167,28,handan-man1,1.229,1.3502496968269349,完成,handan-edge1,0.11641532182693481,0.12124969682693476,True
保定-0430-1745487271066,低时延,保定-0430,0.2734375,0.3,130.385160446167,28,baoding-man1,1.232,1.3522496968269349,完成,baoding-edge1,0.11641532182693481,0.12024969682693487,True
邢台-0107-1745487271170,低需求,邢台-0107,0.2734375,1.0,13.0385160446167,28,xingtai-man1,1.335,1.3524759071826935,完成,xingtai-edge1,0.011641532182693481,0.01747590718269354,True
石家-0348-1745487270047,大带宽,石家-0348,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,0.213,1.3528751609134673,完成,beijing-edge2,0.05820766091346741,1.1398751609134672,True
邢台-0302-1745487271073,大带宽,邢台-0302,5.46875,3.0,130.385160446167,56,xingtai-man1,1.239,1.3529951609134674,完成,xingtai-edge1,0.05820766091346741,0.11399516091346729,True
沧州-0167-1745487271092,高算力,沧州-0167,0.2734375,10.0,3911.5548133850098,1120,cangzhou-man1,1.257,1.353925866370201,完成,tianjin-cloud1,0.08731149137020111,0.09692586637020106,True
天津-0353-1745487271072,大带宽,天津-0353,5.46875,3.0,130.385160446167,56,langfang-man1,1.237,1.3549951609134674,完成,langfang-edge1,0.05820766091346741,0.11799516091346729,True
秦皇-0096-1745487271061,低时延,秦皇-0096,0.2734375,0.3,130.385160446167,28,qhd-man2,1.226,1.3552196968269348,完成,tianjin-edge4,0.11641532182693481,0.1292196968269348,True
天津-0050-1745487271118,长时间占用网络资源,天津-0050,1.3671875,2.0,130.385160446167,56,tianjin-man2,1.283,1.3569795359134673,完成,tianjin-edge2,0.05820766091346741,0.0739795359134674,True
保定-0389-1745487271116,长时间占用网络资源,保定-0389,1.3671875,2.0,130.385160446167,56,baoding-man1,1.281,1.3569795359134675,完成,baoding-cloud,0.05820766091346741,0.07597953591346762,True
北京-0439-1745487271077,大带宽,北京-0439,5.46875,3.0,130.385160446167,56,langfang-man1,1.242,1.3569951609134674,完成,langfang-edge1,0.05820766091346741,0.1149951609134674,True
邢台-0263-1745487271173,低需求,邢台-0263,0.2734375,1.0,13.0385160446167,28,xingtai-man1,1.338,1.3574759071826934,完成,xingtai-edge1,0.011641532182693481,0.01947590718269332,True
天津-0478-1745487271177,低需求,天津-0478,0.2734375,1.0,13.0385160446167,28,tianjin-man1,1.342,1.3589759071826935,完成,tianjin-edge3,0.011641532182693481,0.016975907182693373,True
保定-0372-1745487271178,低需求,保定-0372,0.2734375,1.0,13.0385160446167,28,baoding-man1,1.344,1.3594759071826934,完成,baoding-edge1,0.011641532182693481,0.015475907182693316,True
北京-0805-1745487271179,低需求,北京-0805,0.2734375,1.0,13.0385160446167,28,beijing-man1,1.344,1.3599759071826933,完成,beijing-edge4,0.011641532182693481,0.01597590718269326,True
北京-0865-1745487271073,低时延,北京-0865,0.2734375,0.3,130.385160446167,28,langfang-man2,1.238,1.3602496968269349,完成,langfang-edge1,0.11641532182693481,0.12224969682693487,True
保定-0434-1745487271179,低需求,保定-0434,0.2734375,1.0,13.0385160446167,28,baoding-man1,1.344,1.3604759071826935,完成,baoding-edge1,0.011641532182693481,0.016475907182693428,True
邯郸-0117-1745487271180,低需求,邯郸-0117,0.2734375,1.0,13.0385160446167,28,handan-man1,1.345,1.3614759071826934,完成,handan-edge1,0.011641532182693481,0.016475907182693428,True
北京-0575-1745487271081,大带宽,北京-0575,5.46875,3.0,130.385160446167,56,beijing-man2,1.246,1.3614951609134673,完成,beijing-edge1,0.05820766091346741,0.11549516091346734,True
北京-0960-1745487270063,大带宽,北京-0960,5.46875,3.0,130.385160446167,56,beijing-man2,0.228,1.3619851609134672,完成,handan-edge2,0.05820766091346741,1.1339851609134672,True
北京-0251-1745487270064,大带宽,北京-0251,5.46875,3.0,130.385160446167,56,beijing-man2,0.229,1.3622251609134677,完成,langfang-edge1,0.05820766091346741,1.1332251609134676,True
唐山-0165-1745487271179,低需求,唐山-0165,0.2734375,1.0,13.0385160446167,28,tangshan-man2,1.344,1.3634759071826934,完成,tangshan-edge2,0.011641532182693481,0.01947590718269332,True
保定-0078-1745487271180,低需求,保定-0078,0.2734375,1.0,13.0385160446167,28,baoding-man1,1.345,1.3654759071826934,完成,baoding-edge1,0.011641532182693481,0.02047590718269343,True
北京-0972-1745487271180,低需求,北京-0972,0.2734375,1.0,13.0385160446167,28,beijing-man1,1.346,1.3654759071826934,完成,beijing-edge1,0.011641532182693481,0.01947590718269332,True
北京-0556-1745487271086,大带宽,北京-0556,5.46875,3.0,130.385160446167,56,beijing-man1,1.251,1.3659951609134673,完成,beijing-edge1,0.05820766091346741,0.1149951609134674,True
唐山-0343-1745487270078,大带宽,唐山-0343,5.46875,3.0,130.385160446167,56,tangshan-man2,0.243,1.3674551609134675,完成,cangzhou-edge1,0.05820766091346741,1.1244551609134676,True
北京-0023-1745487270117,长时间占用网络资源,北京-0023,1.3671875,2.0,130.385160446167,56,beijing-man2,0.282,1.3689495359134674,完成,hengshui-edge2,0.05820766091346741,1.0869495359134673,True
廊坊-0013-1745487271185,低需求,廊坊-0013,0.2734375,1.0,13.0385160446167,28,langfang-man1,1.351,1.3694759071826934,完成,langfang-edge1,0.011641532182693481,0.01847590718269343,True
唐山-0016-1745487271184,低需求,唐山-0016,0.2734375,1.0,13.0385160446167,28,tangshan-man2,1.35,1.3694759071826936,完成,tangshan-edge1,0.011641532182693481,0.01947590718269354,True
石家-0357-1745487271089,大带宽,石家-0357,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,1.255,1.3699951609134675,完成,shijiangzhuang-edge2,0.05820766091346741,0.11499516091346762,True
北京-0107-1745487271086,大带宽,北京-0107,5.46875,3.0,130.385160446167,56,beijing-man2,1.252,1.3704951609134672,完成,beijing-edge3,0.05820766091346741,0.11849516091346723,True
衡水-0187-1745487271084,低时延,衡水-0187,0.2734375,0.3,130.385160446167,28,hengshui-man2,1.249,1.3712496968269348,完成,hengshui-edge2,0.11641532182693481,0.12224969682693465,True
北京-0706-1745487271127,长时间占用网络资源,北京-0706,1.3671875,2.0,130.385160446167,56,beijing-man2,1.292,1.3719795359134674,完成,beijing-edge2,0.05820766091346741,0.0799795359134674,True
张家-0100-1745487271083,低时延,张家-0100,0.2734375,0.3,130.385160446167,28,zhangjiako-man1,1.249,1.3722496968269347,完成,zhangjiako-edge1,0.11641532182693481,0.12324969682693454,True
唐山-0095-1745487270083,大带宽,唐山-0095,5.46875,3.0,130.385160446167,56,tangshan-man2,0.248,1.3733351609134674,完成,baoding-cloud,0.05820766091346741,1.1253351609134674,True
邢台-0278-1745487271193,低需求,邢台-0278,0.2734375,1.0,13.0385160446167,28,xingtai-man1,1.358,1.3734759071826934,完成,xingtai-edge1,0.011641532182693481,0.015475907182693316,True
秦皇-0370-1745487271172,低需求,秦皇-0370,0.2734375,1.0,13.0385160446167,28,qhd-man2,1.338,1.3738159071826936,完成,zhangjiako-edge2,0.011641532182693481,0.03581590718269356,True
天津-0454-1745487271093,大带宽,天津-0454,5.46875,3.0,130.385160446167,56,tianjin-man2,1.259,1.3739951609134673,完成,tianjin-edge2,0.05820766091346741,0.1149951609134674,True
张家-0172-1745487271089,大带宽,张家-0172,5.46875,3.0,130.385160446167,56,zhangjiako-man1,1.254,1.3739951609134673,完成,zhangjiako-edge1,0.05820766091346741,0.11999516091346729,True
沧州-0292-1745487271114,高算力,沧州-0292,0.2734375,10.0,3911.5548133850098,1120,cangzhou-man1,1.279,1.374925866370201,完成,tianjin-cloud1,0.08731149137020111,0.09592586637020117,True
邯郸-0086-1745487271194,低需求,邯郸-0086,0.2734375,1.0,13.0385160446167,28,handan-man1,1.36,1.3754759071826934,完成,handan-edge1,0.011641532182693481,0.015475907182693316,True
北京-0838-1745487271086,低时延,北京-0838,0.2734375,0.3,130.385160446167,28,beijing-man2,1.252,1.3757496968269347,完成,beijing-edge1,0.11641532182693481,0.12374969682693471,True
石家-0452-1745487270131,长时间占用网络资源,石家-0452,1.3671875,2.0,130.385160446167,56,shijiangzhuang-man1,0.297,1.3759595359134675,完成,hengshui-edge1,0.05820766091346741,1.0789595359134676,True
保定-0491-1745487271095,大带宽,保定-0491,5.46875,3.0,130.385160446167,56,cangzhou-man2,1.261,1.3759951609134673,完成,cangzhou-edge2,0.05820766091346741,0.1149951609134674,True
沧州-0221-1745487271171,低需求,沧州-0221,0.2734375,1.0,13.0385160446167,28,cangzhou-man1,1.337,1.3762159071826936,完成,zhangjiako-edge2,0.011641532182693481,0.03921590718269363,True
天津-0254-1745487271088,低时延,天津-0254,0.2734375,0.3,130.385160446167,28,tianjin-man1,1.254,1.3762496968269347,完成,tianjin-edge1,0.11641532182693481,0.12224969682693465,True
唐山-0338-1745487270087,大带宽,唐山-0338,5.46875,3.0,130.385160446167,56,tangshan-man2,0.252,1.3763351609134675,完成,baoding-cloud,0.05820766091346741,1.1243351609134675,True
邯郸-0136-1745487271194,低需求,邯郸-0136,0.2734375,1.0,13.0385160446167,28,handan-man1,1.359,1.3764759071826935,完成,handan-edge1,0.011641532182693481,0.01747590718269354,True
邢台-0101-1745487271136,长时间占用网络资源,邢台-0101,1.3671875,2.0,130.385160446167,56,xingtai-man1,1.301,1.3769795359134673,完成,xingtai-edge1,0.05820766091346741,0.0759795359134674,True
石家-0070-1745487270065,大带宽,石家-0070,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,0.23,1.3776351609134674,完成,baoding-cloud,0.05820766091346741,1.1476351609134674,True
秦皇-0136-1745487271137,长时间占用网络资源,秦皇-0136,1.3671875,2.0,130.385160446167,56,qhd-man2,1.302,1.3779795359134674,完成,qhd-edge2,0.05820766091346741,0.0759795359134674,True
唐山-0170-1745487271193,低需求,唐山-0170,0.2734375,1.0,13.0385160446167,28,tangshan-man2,1.359,1.3784759071826935,完成,tangshan-edge2,0.011641532182693481,0.01947590718269354,True
石家-0251-1745487271097,大带宽,石家-0251,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,1.263,1.3789951609134674,完成,shijiangzhuang-edge1,0.05820766091346741,0.11599516091346751,True
石家-0514-1745487271098,大带宽,石家-0514,5.46875,3.0,130.385160446167,56,shijiangzhuang-man1,1.263,1.3789951609134674,完成,shijiangzhuang-edge1,0.05820766091346741,0.11599516091346751,True
唐山-0170-1745487271089,低时延,唐山-0170,0.2734375,0.3,130.385160446167,28,tangshan-man2,1.254,1.3792496968269348,完成,tangshan-edge2,0.11641532182693481,0.12524969682693476,True
保定-0114-1745487271198,低需求,保定-0114,0.2734375,1.0,13.0385160446167,28,baoding-man2,1.363,1.3794759071826936,完成,baoding-edge1,0.011641532182693481,0.01647590718269365,True
邢台-0140-1745487271097,大带宽,邢台-0140,5.46875,3.0,130.385160446167,56,xingtai-man1,1.262,1.3799951609134675,完成,xingtai-edge2,0.05820766091346741,0.11799516091346751,True
石家-0296-1745487271198,低需求,石家-0296,0.2734375,1.0,13.0385160446167,28,shijiangzhuang-man1,1.363,1.3804759071826935,完成,shijiangzhuang-edge2,0.011641532182693481,0.01747590718269354,True
石家-0238-1745487271135,长时间占用网络资源,石家-0238,1.3671875,2.0,130.385160446167,56,shijiangzhuang-man1,1.3,1.3809795359134673,完成,shijiangzhuang-edge1,0.05820766091346741,0.0809795359134673,True
北京-0317-1745487270119,高算力,北京-0317,0.2734375,10.0,3911.5548133850098,1120,beijing-man2,0.284,1.381145866370201,完成,beijing-cloud2,0.08731149137020111,1.097145866370201,True
保定-0159-1745487271094,低时延,保定-0159,0.2734375,0.3,130.385160446167,28,baoding-man1,1.26,1.3812496968269348,完成,baoding-edge1,0.11641532182693481,0.12124969682693476,True
沧州-0212-1745487271198,低需求,沧州-0212,0.2734375,1.0,13.0385160446167,28,cangzhou-man1,1.363,1.3814759071826934,完成,cangzhou-edge1,0.011641532182693481,0.01847590718269343,True
唐山-0261-1745487271197,低需求,唐山-0261,0.2734375,1.0,13.0385160446167,28,tangshan-man2,1.362,1.3814759071826936,完成,tangshan-edge1,0.011641532182693481,0.01947590718269354,True
北京-0887-1745487271098,大带宽,北京-0887,5.46875,3.0,130.385160446167,56,beijing-man1,1.263,1.3814951609134674,完成,beijing-edge3,0.05820766091346741,0.11849516091346746,True
北京-0346-1745487270115,高算力,北京-0346,0.2734375,10.0,3911.5548133850098,1120,beijing-man1,0.28,1.3816458663702011,完成,baoding-cloud,0.08731149137020111,1.1016458663702011,True
