TaskID,AppType,DeviceID,RequestSize,Max Latency,Length,core,任务生成时间,任务发送时间,接入节点
沧州-0261-1745487274873,低需求,沧州-0261,10,1.0,500000000.0,1,00分05秒38.222毫秒,00分05秒39.643毫秒,cangzhou_man1
秦皇-0315-1745487275224,长时间占用网络资源,秦皇-0315,50,2.0,5000000000.0,2,00分05秒388.908毫秒,00分05秒390.017毫秒,qhd_man2
沧州-0157-1745487275223,长时间占用网络资源,沧州-0157,50,2.0,5000000000.0,2,00分05秒388.387毫秒,00分05秒390.070毫秒,cangzhou_man1
沧州-0076-1745487275222,长时间占用网络资源,沧州-0076,50,2.0,5000000000.0,2,00分05秒387.730毫秒,00分05秒390.226毫秒,cangzhou_man1
保定-0053-1745487275224,高算力,保定-0053,10,10.0,150000000000.0,40,00分05秒388.972毫秒,00分05秒390.859毫秒,baoding_man1
承德-0052-1745487275222,长时间占用网络资源,承德-0052,50,2.0,5000000000.0,2,00分05秒387.138毫秒,00分05秒391.122毫秒,chengde_man1
保定-0225-1745487275225,长时间占用网络资源,保定-0225,50,2.0,5000000000.0,2,00分05秒390.404毫秒,00分05秒391.883毫秒,baoding_man1
北京-0254-1745487275222,低需求,北京-0254,10,1.0,500000000.0,1,00分05秒386.820毫秒,00分05秒392.394毫秒,beijing_man2
北京-0363-1745487275223,低需求,北京-0363,10,1.0,500000000.0,1,00分05秒388.057毫秒,00分05秒392.652毫秒,beijing_man2
邢台-0170-1745487275225,大带宽,邢台-0170,200,3.0,5000000000.0,2,00分05秒390.564毫秒,00分05秒392.915毫秒,xingtai_man1
保定-0239-1745487275226,大带宽,保定-0239,200,3.0,5000000000.0,2,00分05秒391.608毫秒,00分05秒393.202毫秒,baoding_man1
廊坊-0151-1745487275226,低需求,廊坊-0151,10,1.0,500000000.0,1,00分05秒390.914毫秒,00分05秒394.413毫秒,langfang_man1
天津-0544-1745487275229,大带宽,天津-0544,200,3.0,5000000000.0,2,00分05秒394.189毫秒,00分05秒395.195毫秒,tianjin_man2
沧州-0072-1745487275229,高算力,沧州-0072,10,10.0,150000000000.0,40,00分05秒394.258毫秒,00分05秒395.314毫秒,cangzhou_man1
唐山-0047-1745487275228,低时延,唐山-0047,10,0.3,5000000000.0,1,00分05秒393.586毫秒,00分05秒395.488毫秒,tangshan_man2
邢台-0186-1745487275225,高算力,邢台-0186,10,10.0,150000000000.0,40,00分05秒389.981毫秒,00分05秒395.525毫秒,xingtai_man1
邢台-0310-1745487275229,长时间占用网络资源,邢台-0310,50,2.0,5000000000.0,2,00分05秒394.310毫秒,00分05秒395.811毫秒,xingtai_man1
保定-0472-1745487275223,低时延,保定-0472,10,0.3,5000000000.0,1,00分05秒388.611毫秒,00分05秒395.851毫秒,baoding_man1
石家-0331-1745487275229,低需求,石家-0331,10,1.0,500000000.0,1,00分05秒394.669毫秒,00分05秒396.281毫秒,shijiangzhuang_man1
承德-0025-1745487275230,长时间占用网络资源,承德-0025,50,2.0,5000000000.0,2,00分05秒395.458毫秒,00分05秒396.865毫秒,chengde_man1
保定-0285-1745487275230,高算力,保定-0285,10,10.0,150000000000.0,40,00分05秒395.767毫秒,00分05秒397.404毫秒,baoding_man1
北京-0870-1745487275231,高算力,北京-0870,10,10.0,150000000000.0,40,00分05秒396.326毫秒,00分05秒399.222毫秒,langfang_man1
北京-0161-1745487275229,低需求,北京-0161,10,1.0,500000000.0,1,00分05秒394.447毫秒,00分05秒399.253毫秒,beijing_man2
保定-0440-1745487274874,大带宽,保定-0440,200,3.0,5000000000.0,2,00分05秒39.177毫秒,00分05秒40.199毫秒,baoding_man2
秦皇-0256-1745487274873,长时间占用网络资源,秦皇-0256,50,2.0,5000000000.0,2,00分05秒38.196毫秒,00分05秒40.507毫秒,qhd_man2
天津-0046-1745487274874,低时延,天津-0046,10,0.3,5000000000.0,1,00分05秒39.376毫秒,00分05秒40.584毫秒,tianjin_man2
保定-0159-1745487274874,低时延,保定-0159,10,0.3,5000000000.0,1,00分05秒38.890毫秒,00分05秒40.760毫秒,baoding_man1
石家-0084-1745487275229,长时间占用网络资源,石家-0084,50,2.0,5000000000.0,2,00分05秒394.769毫秒,00分05秒400.094毫秒,shijiangzhuang_man1
衡水-0146-1745487275233,低需求,衡水-0146,10,1.0,500000000.0,1,00分05秒398.110毫秒,00分05秒400.771毫秒,hengshui_man1
石家-0169-1745487275231,低时延,石家-0169,10,0.3,5000000000.0,1,00分05秒395.937毫秒,00分05秒400.843毫秒,shijiangzhuang_man1
天津-0622-1745487275234,大带宽,天津-0622,200,3.0,5000000000.0,2,00分05秒399.752毫秒,00分05秒402.291毫秒,tianjin_man2
北京-0630-1745487275234,低需求,北京-0630,10,1.0,500000000.0,1,00分05秒399.629毫秒,00分05秒402.567毫秒,beijing_man1
邢台-0042-1745487275236,高算力,邢台-0042,10,10.0,150000000000.0,40,00分05秒401.064毫秒,00分05秒402.783毫秒,xingtai_man1
唐山-0016-1745487275234,长时间占用网络资源,唐山-0016,50,2.0,5000000000.0,2,00分05秒398.888毫秒,00分05秒402.822毫秒,tangshan_man2
天津-0218-1745487275235,低需求,天津-0218,10,1.0,500000000.0,1,00分05秒400.464毫秒,00分05秒403.201毫秒,tianjin_man2
北京-0419-1745487275236,低时延,北京-0419,10,0.3,5000000000.0,1,00分05秒401.685毫秒,00分05秒404.793毫秒,beijing_man1
天津-0552-1745487275238,高算力,天津-0552,10,10.0,150000000000.0,40,00分05秒403.277毫秒,00分05秒405.447毫秒,tianjin_man1
北京-0791-1745487275239,低需求,北京-0791,10,1.0,500000000.0,1,00分05秒404.676毫秒,00分05秒406.922毫秒,beijing_man2
衡水-0188-1745487275241,大带宽,衡水-0188,200,3.0,5000000000.0,2,00分05秒405.971毫秒,00分05秒407.456毫秒,hengshui_man1
北京-0635-1745487275241,低需求,北京-0635,10,1.0,500000000.0,1,00分05秒406.502毫秒,00分05秒407.557毫秒,beijing_man1
石家-0359-1745487275239,低时延,石家-0359,10,0.3,5000000000.0,1,00分05秒403.821毫秒,00分05秒407.905毫秒,shijiangzhuang_man1
北京-0227-1745487275241,低需求,北京-0227,10,1.0,500000000.0,1,00分05秒406.767毫秒,00分05秒409.700毫秒,beijing_man2
北京-0008-1745487274875,低需求,北京-0008,10,1.0,500000000.0,1,00分05秒40.028毫秒,00分05秒41.200毫秒,beijing_man2
张家-0044-1745487274873,大带宽,张家-0044,200,3.0,5000000000.0,2,00分05秒38.514毫秒,00分05秒41.266毫秒,zhangjiako_man1
北京-0321-1745487274873,大带宽,北京-0321,200,3.0,5000000000.0,2,00分05秒37.901毫秒,00分05秒41.578毫秒,beijing_man1
北京-0193-1745487275237,低需求,北京-0193,10,1.0,500000000.0,1,00分05秒402.057毫秒,00分05秒410.015毫秒,beijing_man2
衡水-0147-1745487275239,低需求,衡水-0147,10,1.0,500000000.0,1,00分05秒404.486毫秒,00分05秒410.715毫秒,hengshui_man1
秦皇-0400-1745487275244,低时延,秦皇-0400,10,0.3,5000000000.0,1,00分05秒409.709毫秒,00分05秒410.831毫秒,qhd_man2
邯郸-0094-1745487275243,长时间占用网络资源,邯郸-0094,50,2.0,5000000000.0,2,00分05秒408.063毫秒,00分05秒410.908毫秒,handan_man1
廊坊-0212-1745487275245,高算力,廊坊-0212,10,10.0,150000000000.0,40,00分05秒410.776毫秒,00分05秒411.788毫秒,langfang_man1
唐山-0219-1745487275243,高算力,唐山-0219,10,10.0,150000000000.0,40,00分05秒407.933毫秒,00分05秒412.535毫秒,tangshan_man2
天津-0332-1745487275246,高算力,天津-0332,10,10.0,150000000000.0,40,00分05秒411.522毫秒,00分05秒412.656毫秒,tianjin_man2
承德-0029-1745487275241,低需求,承德-0029,10,1.0,500000000.0,1,00分05秒406.138毫秒,00分05秒412.949毫秒,chengde_man1
石家-0122-1745487275246,低需求,石家-0122,10,1.0,500000000.0,1,00分05秒411.664毫秒,00分05秒412.979毫秒,shijiangzhuang_man1
衡水-0162-1745487275246,大带宽,衡水-0162,200,3.0,5000000000.0,2,00分05秒411.349毫秒,00分05秒414.130毫秒,hengshui_man2
秦皇-0392-1745487275245,低需求,秦皇-0392,10,1.0,500000000.0,1,00分05秒410.765毫秒,00分05秒414.266毫秒,qhd_man2
石家-0141-1745487275248,低需求,石家-0141,10,1.0,500000000.0,1,00分05秒413.667毫秒,00分05秒414.775毫秒,shijiangzhuang_man1
秦皇-0419-1745487275248,大带宽,秦皇-0419,200,3.0,5000000000.0,2,00分05秒412.883毫秒,00分05秒415.401毫秒,qhd_man2
秦皇-0145-1745487275249,低需求,秦皇-0145,10,1.0,500000000.0,1,00分05秒414.605毫秒,00分05秒415.878毫秒,qhd_man2
沧州-0069-1745487275247,低需求,沧州-0069,10,1.0,500000000.0,1,00分05秒412.138毫秒,00分05秒416.415毫秒,cangzhou_man1
天津-0002-1745487275248,长时间占用网络资源,天津-0002,50,2.0,5000000000.0,2,00分05秒412.935毫秒,00分05秒417.266毫秒,tianjin_man2
北京-0631-1745487275251,高算力,北京-0631,10,10.0,150000000000.0,40,00分05秒416.401毫秒,00分05秒417.557毫秒,beijing_man1
唐山-0282-1745487275247,大带宽,唐山-0282,200,3.0,5000000000.0,2,00分05秒412.438毫秒,00分05秒418.277毫秒,tangshan_man2
秦皇-0256-1745487275251,低时延,秦皇-0256,10,0.3,5000000000.0,1,00分05秒416.061毫秒,00分05秒418.372毫秒,qhd_man2
北京-0070-1745487275246,大带宽,北京-0070,200,3.0,5000000000.0,2,00分05秒411.711毫秒,00分05秒418.803毫秒,langfang_man2
天津-0450-1745487275252,低时延,天津-0450,10,0.3,5000000000.0,1,00分05秒417.357毫秒,00分05秒419.017毫秒,tianjin_man2
保定-0344-1745487275254,高算力,保定-0344,10,10.0,150000000000.0,40,00分05秒419.524毫秒,00分05秒420.747毫秒,baoding_man2
天津-0044-1745487275250,大带宽,天津-0044,200,3.0,5000000000.0,2,00分05秒415.393毫秒,00分05秒421.005毫秒,tianjin_man2
邢台-0005-1745487275252,大带宽,邢台-0005,200,3.0,5000000000.0,2,00分05秒417.684毫秒,00分05秒422.600毫秒,xingtai_man1
唐山-0209-1745487275257,低时延,唐山-0209,10,0.3,5000000000.0,1,00分05秒422.121毫秒,00分05秒423.307毫秒,tangshan_man2
邢台-0019-1745487275253,低需求,邢台-0019,10,1.0,500000000.0,1,00分05秒418.626毫秒,00分05秒423.374毫秒,xingtai_man1
天津-0611-1745487275257,低需求,天津-0611,10,1.0,500000000.0,1,00分05秒422.361毫秒,00分05秒423.740毫秒,tianjin_man2
秦皇-0032-1745487275256,低时延,秦皇-0032,10,0.3,5000000000.0,1,00分05秒420.940毫秒,00分05秒424.121毫秒,qhd_man2
承德-0081-1745487275258,低时延,承德-0081,10,0.3,5000000000.0,1,00分05秒423.268毫秒,00分05秒424.994毫秒,chengde_man1
天津-0343-1745487275257,低需求,天津-0343,10,1.0,500000000.0,1,00分05秒422.196毫秒,00分05秒425.731毫秒,tianjin_man2
秦皇-0208-1745487275259,低时延,秦皇-0208,10,0.3,5000000000.0,1,00分05秒424.620毫秒,00分05秒425.855毫秒,qhd_man2
天津-0363-1745487275259,高算力,天津-0363,10,10.0,150000000000.0,40,00分05秒424.747毫秒,00分05秒426.219毫秒,tianjin_man2
沧州-0262-1745487275259,大带宽,沧州-0262,200,3.0,5000000000.0,2,00分05秒423.960毫秒,00分05秒426.240毫秒,cangzhou_man1
衡水-0051-1745487275260,低时延,衡水-0051,10,0.3,5000000000.0,1,00分05秒425.592毫秒,00分05秒427.170毫秒,hengshui_man1
天津-0160-1745487275258,低需求,天津-0160,10,1.0,500000000.0,1,00分05秒423.608毫秒,00分05秒427.578毫秒,tianjin_man2
承德-0100-1745487275261,低时延,承德-0100,10,0.3,5000000000.0,1,00分05秒425.947毫秒,00分05秒427.676毫秒,chengde_man2
承德-0120-1745487275256,低需求,承德-0120,10,1.0,500000000.0,1,00分05秒421.377毫秒,00分05秒427.825毫秒,chengde_man1
保定-0388-1745487275260,长时间占用网络资源,保定-0388,50,2.0,5000000000.0,2,00分05秒425.574毫秒,00分05秒427.936毫秒,baoding_man2
石家-0217-1745487275260,长时间占用网络资源,石家-0217,50,2.0,5000000000.0,2,00分05秒425.338毫秒,00分05秒428.033毫秒,shijiangzhuang_man1
唐山-0062-1745487275257,低需求,唐山-0062,10,1.0,500000000.0,1,00分05秒421.904毫秒,00分05秒428.035毫秒,tangshan_man2
廊坊-0182-1745487275259,大带宽,廊坊-0182,200,3.0,5000000000.0,2,00分05秒424.669毫秒,00分05秒428.517毫秒,langfang_man1
天津-0445-1745487275261,大带宽,天津-0445,200,3.0,5000000000.0,2,00分05秒426.733毫秒,00分05秒428.622毫秒,tianjin_man2
张家-0014-1745487275262,低需求,张家-0014,10,1.0,500000000.0,1,00分05秒427.208毫秒,00分05秒428.776毫秒,zhangjiako_man1
沧州-0297-1745487274877,长时间占用网络资源,沧州-0297,50,2.0,5000000000.0,2,00分05秒41.813毫秒,00分05秒43.035毫秒,cangzhou_man1
天津-0531-1745487274875,低需求,天津-0531,10,1.0,500000000.0,1,00分05秒40.492毫秒,00分05秒43.054毫秒,tianjin_man2
天津-0242-1745487274874,长时间占用网络资源,天津-0242,50,2.0,5000000000.0,2,00分05秒39.563毫秒,00分05秒43.208毫秒,tianjin_man2
北京-0198-1745487274877,高算力,北京-0198,10,10.0,150000000000.0,40,00分05秒41.970毫秒,00分05秒43.387毫秒,beijing_man1
石家-0175-1745487274877,大带宽,石家-0175,200,3.0,5000000000.0,2,00分05秒42.231毫秒,00分05秒43.584毫秒,shijiangzhuang_man2
唐山-0117-1745487274876,低需求,唐山-0117,10,1.0,500000000.0,1,00分05秒40.903毫秒,00分05秒43.589毫秒,tianjin_man1
邯郸-0091-1745487275262,大带宽,邯郸-0091,200,3.0,5000000000.0,2,00分05秒426.942毫秒,00分05秒430.473毫秒,handan_man2
秦皇-0280-1745487275262,长时间占用网络资源,秦皇-0280,50,2.0,5000000000.0,2,00分05秒427.341毫秒,00分05秒430.798毫秒,qhd_man2
沧州-0226-1745487275265,低需求,沧州-0226,10,1.0,500000000.0,1,00分05秒430.008毫秒,00分05秒431.437毫秒,cangzhou_man1
保定-0217-1745487275261,大带宽,保定-0217,200,3.0,5000000000.0,2,00分05秒426.722毫秒,00分05秒431.742毫秒,baoding_man1
天津-0229-1745487275264,高算力,天津-0229,10,10.0,150000000000.0,40,00分05秒429.110毫秒,00分05秒432.909毫秒,tianjin_man2
张家-0166-1745487275267,低需求,张家-0166,10,1.0,500000000.0,1,00分05秒432.497毫秒,00分05秒434.088毫秒,zhangjiako_man1
秦皇-0167-1745487275267,大带宽,秦皇-0167,200,3.0,5000000000.0,2,00分05秒432.328毫秒,00分05秒434.183毫秒,qhd_man2
天津-0254-1745487275267,低需求,天津-0254,10,1.0,500000000.0,1,00分05秒432.391毫秒,00分05秒435.344毫秒,tianjin_man1
石家-0472-1745487275269,低需求,石家-0472,10,1.0,500000000.0,1,00分05秒434.623毫秒,00分05秒435.790毫秒,shijiangzhuang_man1
北京-0376-1745487275269,大带宽,北京-0376,200,3.0,5000000000.0,2,00分05秒434.769毫秒,00分05秒435.860毫秒,beijing_man2
保定-0220-1745487275269,高算力,保定-0220,10,10.0,150000000000.0,40,00分05秒434.143毫秒,00分05秒435.988毫秒,baoding_man1
北京-0414-1745487275270,低需求,北京-0414,10,1.0,500000000.0,1,00分05秒435.413毫秒,00分05秒436.416毫秒,beijing_man1
唐山-0283-1745487275264,长时间占用网络资源,唐山-0283,50,2.0,5000000000.0,2,00分05秒429.415毫秒,00分05秒436.593毫秒,tangshan_man2
天津-0453-1745487275270,高算力,天津-0453,10,10.0,150000000000.0,40,00分05秒435.630毫秒,00分05秒436.733毫秒,tianjin_man2
石家-0117-1745487275266,低时延,石家-0117,10,0.3,5000000000.0,1,00分05秒431.130毫秒,00分05秒436.768毫秒,shijiangzhuang_man1
石家-0201-1745487275266,低时延,石家-0201,10,0.3,5000000000.0,1,00分05秒430.945毫秒,00分05秒438.129毫秒,shijiangzhuang_man1
邢台-0221-1745487275273,低需求,邢台-0221,10,1.0,500000000.0,1,00分05秒437.806毫秒,00分05秒439.438毫秒,xingtai_man1
天津-0617-1745487275272,低需求,天津-0617,10,1.0,500000000.0,1,00分05秒437.453毫秒,00分05秒439.495毫秒,tianjin_man2
承德-0007-1745487274876,低需求,承德-0007,10,1.0,500000000.0,1,00分05秒41.030毫秒,00分05秒44.096毫秒,chengde_man1
北京-0077-1745487274877,低需求,北京-0077,10,1.0,500000000.0,1,00分05秒42.694毫秒,00分05秒44.216毫秒,beijing_man2
沧州-0273-1745487274877,低时延,沧州-0273,10,0.3,5000000000.0,1,00分05秒42.564毫秒,00分05秒44.267毫秒,cangzhou_man1
邯郸-0086-1745487275273,低需求,邯郸-0086,10,1.0,500000000.0,1,00分05秒438.305毫秒,00分05秒440.139毫秒,handan_man1
唐山-0170-1745487275270,低需求,唐山-0170,10,1.0,500000000.0,1,00分05秒435.118毫秒,00分05秒440.403毫秒,tangshan_man2
张家-0142-1745487275270,低需求,张家-0142,10,1.0,500000000.0,1,00分05秒435.368毫秒,00分05秒440.657毫秒,zhangjiako_man1
天津-0546-1745487275274,低时延,天津-0546,10,0.3,5000000000.0,1,00分05秒439.577毫秒,00分05秒440.906毫秒,tianjin_man2
保定-0057-1745487275272,低需求,保定-0057,10,1.0,500000000.0,1,00分05秒437.628毫秒,00分05秒441.043毫秒,cangzhou_man2
衡水-0044-1745487275274,低需求,衡水-0044,10,1.0,500000000.0,1,00分05秒439.127毫秒,00分05秒442.604毫秒,hengshui_man1
唐山-0048-1745487275276,大带宽,唐山-0048,200,3.0,5000000000.0,2,00分05秒440.895毫秒,00分05秒442.899毫秒,tangshan_man1
石家-0062-1745487275276,低时延,石家-0062,10,0.3,5000000000.0,1,00分05秒441.617毫秒,00分05秒443.440毫秒,shijiangzhuang_man1
北京-0330-1745487275274,大带宽,北京-0330,200,3.0,5000000000.0,2,00分05秒439.498毫秒,00分05秒443.722毫秒,beijing_man1
唐山-0331-1745487275275,低需求,唐山-0331,10,1.0,500000000.0,1,00分05秒440.160毫秒,00分05秒443.847毫秒,tangshan_man2
秦皇-0083-1745487275276,大带宽,秦皇-0083,200,3.0,5000000000.0,2,00分05秒440.912毫秒,00分05秒444.035毫秒,qhd_man2
张家-0143-1745487275278,高算力,张家-0143,10,10.0,150000000000.0,40,00分05秒443.218毫秒,00分05秒445.181毫秒,zhangjiako_man1
沧州-0320-1745487275279,长时间占用网络资源,沧州-0320,50,2.0,5000000000.0,2,00分05秒444.136毫秒,00分05秒445.233毫秒,cangzhou_man1
衡水-0109-1745487275279,大带宽,衡水-0109,200,3.0,5000000000.0,2,00分05秒443.960毫秒,00分05秒446.839毫秒,hengshui_man1
唐山-0300-1745487275277,低需求,唐山-0300,10,1.0,500000000.0,1,00分05秒442.780毫秒,00分05秒447.176毫秒,tangshan_man2
保定-0465-1745487275274,高算力,保定-0465,10,10.0,150000000000.0,40,00分05秒439.321毫秒,00分05秒447.217毫秒,baoding_man1
邯郸-0030-1745487275275,低需求,邯郸-0030,10,1.0,500000000.0,1,00分05秒440.065毫秒,00分05秒447.330毫秒,handan_man1
承德-0151-1745487275280,低需求,承德-0151,10,1.0,500000000.0,1,00分05秒444.912毫秒,00分05秒447.764毫秒,chengde_man1
沧州-0176-1745487275279,大带宽,沧州-0176,200,3.0,5000000000.0,2,00分05秒444.400毫秒,00分05秒447.975毫秒,cangzhou_man1
石家-0243-1745487275283,低需求,石家-0243,10,1.0,500000000.0,1,00分05秒448.042毫秒,00分05秒449.361毫秒,shijiangzhuang_man1
石家-0452-1745487274878,低需求,石家-0452,10,1.0,500000000.0,1,00分05秒42.836毫秒,00分05秒45.876毫秒,shijiangzhuang_man1
沧州-0214-1745487275284,大带宽,沧州-0214,200,3.0,5000000000.0,2,00分05秒448.903毫秒,00分05秒450.439毫秒,cangzhou_man1
沧州-0024-1745487275283,低需求,沧州-0024,10,1.0,500000000.0,1,00分05秒448.642毫秒,00分05秒451.169毫秒,cangzhou_man1
保定-0139-1745487275285,低时延,保定-0139,10,0.3,5000000000.0,1,00分05秒450.788毫秒,00分05秒451.906毫秒,baoding_man1
北京-0968-1745487275285,低时延,北京-0968,10,0.3,5000000000.0,1,00分05秒450.275毫秒,00分05秒452.027毫秒,beijing_man2
保定-0114-1745487275286,低需求,保定-0114,10,1.0,500000000.0,1,00分05秒451.740毫秒,00分05秒452.912毫秒,baoding_man2
石家-0103-1745487275284,低需求,石家-0103,10,1.0,500000000.0,1,00分05秒449.786毫秒,00分05秒453.189毫秒,shijiangzhuang_man1
保定-0101-1745487275286,高算力,保定-0101,10,10.0,150000000000.0,40,00分05秒451.680毫秒,00分05秒453.913毫秒,baoding_man1
秦皇-0172-1745487275285,高算力,秦皇-0172,10,10.0,150000000000.0,40,00分05秒450.442毫秒,00分05秒454.412毫秒,qhd_man2
秦皇-0304-1745487275288,低时延,秦皇-0304,10,0.3,5000000000.0,1,00分05秒453.445毫秒,00分05秒454.544毫秒,qhd_man2
北京-0011-1745487275283,低需求,北京-0011,10,1.0,500000000.0,1,00分05秒448.546毫秒,00分05秒455.086毫秒,beijing_man1
保定-0509-1745487275288,高算力,保定-0509,10,10.0,150000000000.0,40,00分05秒453.461毫秒,00分05秒455.237毫秒,baoding_man1
石家-0296-1745487275288,长时间占用网络资源,石家-0296,50,2.0,5000000000.0,2,00分05秒453.654毫秒,00分05秒455.348毫秒,shijiangzhuang_man1
唐山-0136-1745487275287,大带宽,唐山-0136,200,3.0,5000000000.0,2,00分05秒452.537毫秒,00分05秒455.672毫秒,tangshan_man2
唐山-0090-1745487275286,低需求,唐山-0090,10,1.0,500000000.0,1,00分05秒451.673毫秒,00分05秒456.344毫秒,tangshan_man1
沧州-0212-1745487275288,低时延,沧州-0212,10,0.3,5000000000.0,1,00分05秒452.905毫秒,00分05秒456.517毫秒,cangzhou_man1
天津-0203-1745487275286,高算力,天津-0203,10,10.0,150000000000.0,40,00分05秒451.497毫秒,00分05秒456.530毫秒,tianjin_man1
北京-0199-1745487275287,低需求,北京-0199,10,1.0,500000000.0,1,00分05秒452.207毫秒,00分05秒456.908毫秒,beijing_man1
石家-0353-1745487275290,低需求,石家-0353,10,1.0,500000000.0,1,00分05秒455.567毫秒,00分05秒457.691毫秒,shijiangzhuang_man1
北京-0393-1745487275289,长时间占用网络资源,北京-0393,50,2.0,5000000000.0,2,00分05秒454.081毫秒,00分05秒458.618毫秒,beijing_man2
北京-0399-1745487275286,低时延,北京-0399,10,0.3,5000000000.0,1,00分05秒451.665毫秒,00分05秒459.396毫秒,beijing_man2
唐山-0040-1745487275291,低需求,唐山-0040,10,1.0,500000000.0,1,00分05秒456.313毫秒,00分05秒459.913毫秒,tangshan_man2
邯郸-0130-1745487275293,高算力,邯郸-0130,10,10.0,150000000000.0,40,00分05秒458.364毫秒,00分05秒460.329毫秒,handan_man1
天津-0046-1745487275294,低需求,天津-0046,10,1.0,500000000.0,1,00分05秒459.324毫秒,00分05秒460.532毫秒,tianjin_man2
北京-0824-1745487275294,大带宽,北京-0824,200,3.0,5000000000.0,2,00分05秒459.402毫秒,00分05秒461.029毫秒,beijing_man2
唐山-0193-1745487275296,大带宽,唐山-0193,200,3.0,5000000000.0,2,00分05秒461.764毫秒,00分05秒463.100毫秒,tangshan_man2
廊坊-0146-1745487275296,高算力,廊坊-0146,10,10.0,150000000000.0,40,00分05秒461.788毫秒,00分05秒463.413毫秒,langfang_man1
石家-0013-1745487275297,大带宽,石家-0013,200,3.0,5000000000.0,2,00分05秒462.355毫秒,00分05秒463.487毫秒,shijiangzhuang_man1
北京-0979-1745487275295,低需求,北京-0979,10,1.0,500000000.0,1,00分05秒460.530毫秒,00分05秒463.949毫秒,beijing_man2
北京-0212-1745487275296,大带宽,北京-0212,200,3.0,5000000000.0,2,00分05秒461.023毫秒,00分05秒464.021毫秒,beijing_man1
石家-0462-1745487275297,低需求,石家-0462,10,1.0,500000000.0,1,00分05秒461.936毫秒,00分05秒464.812毫秒,shijiangzhuang_man1
唐山-0213-1745487275300,低需求,唐山-0213,10,1.0,500000000.0,1,00分05秒464.834毫秒,00分05秒465.982毫秒,tangshan_man2
唐山-0176-1745487275294,高算力,唐山-0176,10,10.0,150000000000.0,40,00分05秒458.997毫秒,00分05秒465.987毫秒,tangshan_man2
邢台-0241-1745487275296,低需求,邢台-0241,10,1.0,500000000.0,1,00分05秒461.590毫秒,00分05秒466.454毫秒,xingtai_man1
唐山-0041-1745487275300,低需求,唐山-0041,10,1.0,500000000.0,1,00分05秒465.405毫秒,00分05秒466.672毫秒,tangshan_man1
北京-0838-1745487275297,低需求,北京-0838,10,1.0,500000000.0,1,00分05秒462.072毫秒,00分05秒466.734毫秒,beijing_man2
北京-0632-1745487275298,低需求,北京-0632,10,1.0,500000000.0,1,00分05秒462.962毫秒,00分05秒466.823毫秒,beijing_man1
邯郸-0074-1745487275300,低时延,邯郸-0074,10,0.3,5000000000.0,1,00分05秒465.713毫秒,00分05秒467.326毫秒,handan_man1
沧州-0070-1745487275296,低时延,沧州-0070,10,0.3,5000000000.0,1,00分05秒461.597毫秒,00分05秒468.868毫秒,cangzhou_man1
北京-0119-1745487275296,大带宽,北京-0119,200,3.0,5000000000.0,2,00分05秒461.529毫秒,00分05秒468.924毫秒,beijing_man2
北京-0700-1745487275303,大带宽,北京-0700,200,3.0,5000000000.0,2,00分05秒468.665毫秒,00分05秒469.783毫秒,beijing_man1
北京-0467-1745487275301,长时间占用网络资源,北京-0467,50,2.0,5000000000.0,2,00分05秒465.911毫秒,00分05秒469.884毫秒,beijing_man1
石家-0367-1745487274879,低需求,石家-0367,10,1.0,500000000.0,1,00分05秒44.707毫秒,00分05秒47.394毫秒,shijiangzhuang_man1
北京-0074-1745487275303,高算力,北京-0074,10,10.0,150000000000.0,40,00分05秒468.795毫秒,00分05秒470.058毫秒,beijing_man1
沧州-0086-1745487275301,低需求,沧州-0086,10,1.0,500000000.0,1,00分05秒466.359毫秒,00分05秒470.578毫秒,cangzhou_man1
石家-0346-1745487275304,低时延,石家-0346,10,0.3,5000000000.0,1,00分05秒469.344毫秒,00分05秒471.033毫秒,shijiangzhuang_man1
秦皇-0338-1745487275304,大带宽,秦皇-0338,200,3.0,5000000000.0,2,00分05秒469.569毫秒,00分05秒471.119毫秒,qhd_man2
石家-0017-1745487275300,大带宽,石家-0017,200,3.0,5000000000.0,2,00分05秒464.890毫秒,00分05秒471.180毫秒,shijiangzhuang_man1
石家-0437-1745487275305,大带宽,石家-0437,200,3.0,5000000000.0,2,00分05秒469.917毫秒,00分05秒471.334毫秒,shijiangzhuang_man1
衡水-0179-1745487275304,低需求,衡水-0179,10,1.0,500000000.0,1,00分05秒469.733毫秒,00分05秒471.701毫秒,hengshui_man1
秦皇-0255-1745487275303,高算力,秦皇-0255,10,10.0,150000000000.0,40,00分05秒468.758毫秒,00分05秒472.124毫秒,qhd_man2
沧州-0195-1745487275304,低需求,沧州-0195,10,1.0,500000000.0,1,00分05秒469.688毫秒,00分05秒472.851毫秒,cangzhou_man1
北京-0150-1745487275302,低时延,北京-0150,10,0.3,5000000000.0,1,00分05秒467.187毫秒,00分05秒474.374毫秒,beijing_man1
北京-0630-1745487275306,大带宽,北京-0630,200,3.0,5000000000.0,2,00分05秒471.540毫秒,00分05秒474.478毫秒,beijing_man1
天津-0531-1745487275307,大带宽,天津-0531,200,3.0,5000000000.0,2,00分05秒472.060毫秒,00分05秒474.622毫秒,tianjin_man2
承德-0084-1745487275307,高算力,承德-0084,10,10.0,150000000000.0,40,00分05秒472.341毫秒,00分05秒474.677毫秒,chengde_man1
